,Age,Gender,Position,TotalYearsExperience,YearsExperienceGermany,Seniority,MainSkill,SecondarySkills,BrutSalary,BrutSalaryAndStocks,AnnualBrutLastYear,AnnualBrutAndStocksLastYear,VacationDays,Employment,ContractDuration,CompanySize,CompanyType,LossOfJobCorona,HoursIfShorterWeek,AdditionalMonetarySupport
842,27.0,Male,Data Scientist,2.0,0.0,Junior,SQL,"Python, SQL, Google Cloud",25300.0,3000.0,25300.0,300.0,24,Full-time employee,Temporary contract,1000+,Consulting / Agency,No,0.0,0.0
843,31.0,Male,Professor,10.0,2.0,Lead,Python,,80000.0,0.0,78000.0,5000.0,Unlimited,Full-time employee,Unlimited contract,101-1000,Education,No,13.566568047337277,250.0
844,27.0,Female,Backend Developer,6.0,4.0,Senior,Java,Python,85600.0,10000.0,75000.0,10000.0,25,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,0.0
845,29.0,Male,Data Scientist,2.0,2.0,Middle,Python,SQL,55200.0,0.0,50000.0,0.0,30,Full-time employee,Temporary contract,1000+,Product,No,13.566568047337277,250.0
846,29.0,Male,AI Management,6.0,6.0,Head,Python,"Python, Azure, Docker",92000.0,14000.0,75000.0,78000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
847,34.0,Male,Backend Developer,14.0,6.0,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,100000.0,85000.0,90000.0,29,Full-time employee,Unlimited contract,1000+,Startup,No,0.0,0.0
848,29.0,Male,Frontend Developer,10.0,0.0,Senior,TypeScript,Javascript / Typescript,60000.0,2500.0,65000.0,5000.0,,Full-time employee,Unlimited contract,101-1000,Product,No,8.0,0.0
849,35.0,Male,Data Scientist,12.0,0.0,Lead,Python,"Python, R, Spark",85000.0,95000.0,80000.0,90000.0,37.5,Full-time employee,Unlimited contract,1000+,Product,No,0.0,240.0
850,31.0,Male,Software Engineer,6.0,4.0,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000.0,99000.0,80000.0,80000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,300.0
851,30.0,Male,Software Engineer,5.0,3.0,Junior,C++,"Python, Qt",55000.0,55000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
852,36.0,Male,Backend Developer,15.0,2.0,Senior,C++,"C/C++, Java / Scala",172000.0,100000.0,169000.0,120000.0,25,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
853,28.0,Male,XR Developer,8.0,1.0,Lead,C#,"Python, Javascript / Typescript",25000.0,2000.0,25000.0,5000.0,1,Full-time employee,Temporary contract,11-50,Startup,No,10.0,0.0
854,32.56893542757417,Male,Data Scientist,4.0,4.0,Head,python,"R, SQL, AWS, Docker",105000.0,0.0,85000.0,0.0,unlimited,Full-time employee,Unlimited contract,11-50,Consulting / Agency,No,13.566568047337277,250.0
855,36.0,Male,Data Scientist,2.0,10.0,Middle,Python,"Java / Scala, SQL",63000.0,5000.0,55000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
856,26.0,Male,DevOps,5.0,2.0,Middle,"Kubernetes, Terraform, GCP","Ruby, AWS, Google Cloud, Docker, Helm, Kustomize, Ansible",72000.0,5000.0,60000.0,5000.0,23,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
857,36.0,Male,DevOps,14.0,6.0,Middle,PowerShell,SQL,65000.0,5000.0,58040.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
858,33.0,Male,Backend Developer,13.0,1.5,Senior,Python,"Python, Go, Docker",83000.0,0.0,73000.0,0.0,30,Full-time employee,Unlimited contract,51-100,Startup,No,32.0,0.0
859,29.0,Male,Data Scientist,5.0,3.7530701754385967,Lead,Python,"R, SQL",115000.0,13000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,1000+,Pharma,No,13.566568047337277,600.0
860,36.0,Male,Frontend Developer,6.0,4.0,Middle,JavaScript,"Javascript / Typescript, Kubernetes, Docker",58000.0,5000.0,55000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,Yes,13.566568047337277,250.0
861,35.0,Male,Software Engineer,2.0,2.0,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker",50000.0,500.0,42000.0,500.0,45,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
862,29.0,Male,Backend Developer,9.0,6.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS",75000.0,5000.0,75000.0,5000.0,25,Full-time employee,Unlimited contract,51-100,Startup,Yes,32.0,250.0
863,29.0,Male,DevOps,11.0,7.0,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000.0,0.0,140000.0,0.0,5,Self-employed (freelancer),Unlimited contract,up to 10,Startup,No,13.566568047337277,250.0
864,32.0,Male,Backend Developer,14.0,6.0,Lead,Java,"Javascript / Typescript, .NET, SQL",80000.0,5000.0,70000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
865,32.0,Female,Engineering Team Lead,10.0,6.0,Lead,QA,,65000.0,3250.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,300.0
866,30.0,Male,Software Engineer,7.0,1.0,Senior,python,"Python, C/C++, AWS",49000.0,5000.0,39000.0,5000.0,12,Full-time employee,Temporary contract,11-50,Startup,No,40.0,250.0
867,30.0,Male,Data Scientist,2.0,2.0,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000.0,5000.0,45000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Startup,No,36.0,250.0
868,30.0,Male,ML Engineer,6.0,2.0,Middle,Python,"SQL, AWS, Docker",59000.0,0.0,54000.0,0.0,28,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
869,30.0,Male,Data Scientist,5.0,4.0,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500.0,0.0,52500.0,0.0,30,Full-time employee,Unlimited contract,11-50,Startup,No,16.0,0.0
870,48.0,Male,DevOps,15.0,0.0,Senior,Python,"Python, Javascript / Typescript, Perl, AWS, Google Cloud, Kubernetes, Docker",30000.0,0.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,up to 10,Startup,Yes,13.566568047337277,250.0
871,31.0,Male,Data Analyst,7.0,6.0,Senior,Sql,"Python, R, SQL",83000.0,20000.0,75000.0,20000.0,26,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,0.0
872,38.0,Male,Software Engineer,15.0,5.0,Senior,C#,"SQL, Azure",59000.0,7000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,up to 10,Product,No,13.566568047337277,300.0
873,34.0,Male,Frontend Developer,5.0,4.0,Senior,Javascript / Typescript,,54000.0,54000.0,54000.0,54000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,20.0,250.0
874,27.0,Male,Frontend Developer,5.0,1.0,Middle,"Javascript, Angular",Javascript / Typescript,58000.0,58000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,101-1000,Startup,No,0.0,250.0
875,34.0,Male,ML Engineer,3.0,3.0,Senior,Python,AWS,70000.0,5000.0,55000.0,5000.0,30,Full-time employee,Temporary contract,101-1000,Product,No,0.0,0.0
876,28.0,Male,Software Engineer,2.0,1.0,Junior,C,"Python, C/C++, Docker",48000.0,0.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,20.0,250.0
877,40.0,Male,Software Engineer,9.0,9.0,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000.0,5000.0,87000.0,3000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,0.0,0.0
878,29.0,Male,Product Manager,5.0,5.0,Middle,,,57750.0,5000.0,55000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,340.0
879,38.0,Male,Product Manager,12.0,12.0,Senior,Node,"Python, PHP, SQL",74000.0,14000.0,71000.0,11000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
880,32.0,Male,Data Engineer,7.0,5.0,Senior,Python/SQL,"AWS, Kubernetes, Docker",82000.0,82000.0,75000.0,80000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
881,37.0,Male,Data Scientist,10.0,10.0,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000.0,0.0,79000.0,0.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,200.0
882,29.0,Male,DevOps,6.0,5.0,Senior,"php, js, python, docker","SQL, AWS, Azure",64800.0,9450.0,58800.0,7050.0,30,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,1000.0
883,32.0,Male,Software Engineer,7.0,7.0,Senior,"C, Matlab",,70000.0,4000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,51-100,Product,No,0.0,0.0
884,40.0,Male,Software Engineer,16.0,3.0,Senior,C++,,72000.0,5000.0,70000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
885,39.0,Male,Software Engineer,12.0,6.0,Lead,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker",82000.0,2000.0,80000.0,0.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
886,32.0,Male,DataOps Team Lead,10.0,10.0,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,40000.0,80000.0,35000.0,25,Full-time employee,Unlimited contract,1000+,Transport & Logistics,No,13.566568047337277,250.0
887,26.0,Female,Backend Developer,5.0,0.0,Middle,Java,Python,65000.0,75000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
888,30.0,Male,Software Engineer,9.0,1.0,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust",77000.0,0.0,74000.0,0.0,26,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,500.0
889,32.0,Female,Data Scientist,5.0,5.0,Senior,Python ,"Python, Go",80000.0,0.0,75000.0,0.0,30,Full-time employee,Unlimited contract,1000+,Product,No,0.0,0.0
890,32.0,Male,Software Engineer,8.0,1.0,Senior,C++,"Python, C/C++",65000.0,0.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
891,31.0,Male,Software Engineer,5.0,0.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",59064.0,66447.0,65000.0,55200.0,30,Full-time employee,Unlimited contract,51-100,Product,No,40.0,0.0
892,30.0,Male,Software Engineer,10.0,6.0,Senior,Ruby,"Python, Javascript / Typescript, Ruby, .NET, Java / Scala, Azure, Kubernetes",90000.0,30000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
893,30.0,Male,Software Sales,12.0,2.0,Senior,Cloud,,150000.0,20000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,200.0
894,30.0,Female,QA Engineer,8.0,6.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",70000.0,5000.0,65000.0,5000.0,31,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
895,25.0,Male,Backend Developer,5.0,1.0,Middle,Java,"Kotlin, SQL",53500.0,53500.0,50000.0,50000.0,29,Full-time employee,Unlimited contract,1000+,Product,No,32.0,250.0
896,30.0,Male,Software Engineer,9.0,9.0,Lead,,,90000.0,0.0,81000.0,9500.0,25,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
897,26.0,Male,Software Engineer,4.0,0.0,Middle,JavaScript / TypeScript,Javascript / Typescript,75000.0,82500.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
898,32.0,Male,Product Manager,4.0,4.0,Senior,,"Java / Scala, SQL",65000.0,65000.0,62000.0,62000.0,30,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,13.566568047337277,250.0
899,32.0,Female,Software Engineer,8.0,0.0,,Typescript,"Javascript / Typescript, .NET, C#, Angular ",60000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,101-1000,Product,Yes,13.566568047337277,250.0
900,39.0,Male,Software Engineer,16.0,6.0,Senior,Embedded,C/C++,62400.0,5000.0,60000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,0.0,0.0
901,31.0,Male,DevOps,8.0,2.0,,,"Kubernetes, Docker",62000.0,4000.0,60000.0,2000.0,27,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
902,35.0,Male,Beikoch,1.0,1.0,Middle,Apotheker,,30000.0,1000.0,65000.0,5000.0,20,Full-time employee,Temporary contract,up to 10,Biergarten ,No,13.566568047337277,250.0
903,38.0,Male,Software Engineer,16.0,5.0,Senior,.net,.NET,90000.0,5000.0,90000.0,5000.0,36,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
904,22.0,Male,Product Management Praktikant,2.0,0.5,Intern,Python,"Python, SQL, Google Cloud",35000.0,35000.0,30000.0,30000.0,,Intern,Temporary contract,up to 10,Startup,No,13.566568047337277,0.0
905,32.0,Male,Data Scientist,3.0,0.0,Senior,Python,"R, SQL, AWS, Google Cloud",62000.0,3000.0,62000.0,3000.0,25,Full-time employee,Unlimited contract,1000+,Product,No,12.0,250.0
906,30.0,Female,Frontend Developer,9.0,3.0,Senior,"JavaScript, TypeScript",PHP,60000.0,4000.0,51000.0,4000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
907,34.0,Male,Backend Developer,10.0,4.0,Middle,Java,Docker,65600.0,800.0,67000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
908,36.0,Male,Mobile Developer,14.0,7.0,Senior,Java,Kotlin,80000.0,5000.0,75000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
909,25.0,Male,Software Engineer,6.0,0.0,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS, Kubernetes",65000.0,1000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,0.0,40.0
910,28.0,Male,Data Scientist,6.0,6.0,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000.0,0.0,78000.0,0.0,26,Full-time employee,Unlimited contract,51-100,Consulting / Agency,No,13.566568047337277,250.0
911,26.0,Male,QA Engineer,4.0,1.0,Middle,Swift/Kotlin,"Kotlin, Javascript / Typescript, SQL, AWS, Docker",55500.0,5000.0,65000.0,5000.0,25,Full-time employee,,51-100,Startup,No,32.0,400.0
912,35.0,Male,Software Engineer,20.0,5.0,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker",100000.0,0.0,90000.0,0.0,32,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
913,25.0,Male,Data Scientist,1.0,3.7530701754385967,Junior,Python ,"Python, SQL, AWS",38000.0,0.0,65000.0,0.0,20,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,13.566568047337277,0.0
914,23.0,Female,Data analyst ,1.0,1.0,Junior,Sql ,"Python, R, SQL, Google Cloud",36000.0,36000.0,36000.0,36000.0,28,Full-time employee,Unlimited contract,1000+,Startup,No,13.566568047337277,500.0
915,28.0,Male,Software Engineer,3.0,3.0,Junior,.NET,"Python, C/C++, .NET",65000.0,13000.0,65000.0,13000.0,30,Full-time employee,Unlimited contract,1000+,Finance,No,13.566568047337277,250.0
916,36.0,Male,Software Engineer,10.0,10.0,Principal,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000.0,35000.0,85000.0,28500.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,800.0
917,41.0,Male,Designer (UI/UX),20.0,0.0,Senior,Php,"PHP, Javascript / Typescript, SQL",36000.0,5000.0,65000.0,5000.0,,Self-employed (freelancer),Temporary contract,,,,13.566568047337277,250.0
918,30.0,Male,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,2000.0,55000.0,5000.0,30,Full-time employee,Temporary contract,1000+,Research,No,13.566568047337277,250.0
919,30.0,Male,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,2000.0,55000.0,5000.0,30,Full-time employee,Temporary contract,1000+,Research,No,13.566568047337277,250.0
920,28.0,Male,Software Engineer,6.0,0.0,Middle,C++,"Python, C/C++, Java / Scala",100000.0,18000.0,140000.0,73000.0,25,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
921,29.0,Male,Frontend Developer,5.0,5.0,Middle,javascript,"Javascript / Typescript, Kubernetes, Docker",66000.0,5000.0,60000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,500.0
922,32.56893542757417,Male,Backend Developer,15.0,6.0,Middle,Elixir,"Python, Ruby, Kubernetes, Docker",73000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
923,26.0,Female,Software Engineer,4.0,1.0,Middle,C#,.NET,64000.0,0.0,55000.0,0.0,25,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
924,26.0,Male,Product Analyst,4.0,3.0,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud",55000.0,0.0,45000.0,0.0,26,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,100.0
925,31.0,Male,Software Engineer,5.0,2.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker",74000.0,3000.0,68000.0,3000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
926,34.0,Female,QA Engineer,11.0,2.0,Senior,QA,"Python, SQL",60000.0,2000.0,60000.0,1000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,5.0,250.0
927,34.0,Male,DevOps,8.0,1.0,Senior,Embedded,C/C++,67500.0,2800.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,30.0,250.0
928,36.0,Male,Software Engineer,13.0,5.0,Head,Java,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000.0,5000.0,80000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
929,40.0,Female,QA Engineer,16.0,4.0,Middle,,PHP,65000.0,5000.0,57000.0,5000.0,,Full-time employee,Unlimited contract,11-50,Startup,Yes,13.566568047337277,250.0
930,31.0,Male,Software Engineer,7.0,2.0,Senior,Java,"SQL, AWS, Kubernetes, Docker",75000.0,12500.0,75000.0,12500.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
931,28.0,Male,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,0.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Product,No,0.0,0.0
932,28.0,Male,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,0.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Product,No,0.0,0.0
933,26.0,Female,Backend Developer,7.0,0.5,Senior,,,60000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,up to 10,Product,No,13.566568047337277,250.0
934,30.0,Male,Backend Developer,4.0,2.0,Middle,python,Python,58000.0,0.0,55000.0,0.0,24,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,500.0
935,35.0,Male,Software Engineer,12.0,6.0,Middle,Kotlin,"Python, Ruby, Java / Scala, AWS",75000.0,95000.0,74000.0,94000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
936,30.0,Male,Software Engineer,10.0,2.0,Middle,iOS,,71000.0,5000.0,65000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
937,36.0,Male,DevOps,15.0,1.0,Junior,jenkins bash,"Kotlin, Swift, Javascript / Typescript, Docker",52500.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
938,35.0,Male,Team lead,9.199653679653679,5.0,Lead,,"Python, Java / Scala, AWS, Kubernetes, Docker",85000.0,5000.0,85000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
939,28.0,Male,Software Engineer,5.0,1.0,Middle,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000.0,50000.0,50000.0,50000.0,25,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,0.0
940,42.0,Male,Backend Developer,19.0,3.0,Senior,PHP,"Kotlin, SQL, Kubernetes, Docker",66000.0,4000.0,65000.0,5000.0,26,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
941,27.0,Male,Backend Developer,0.0,0.0,Junior,Python,Javascript / Typescript,50000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,up to 10,Startup,No,0.0,0.0
942,32.56893542757417,Male,Frontend Developer,5.0,3.0,Lead,javascript,Javascript / Typescript,70000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
943,36.0,Female,Data Scientist,5.0,5.0,Senior,Python,"Python, R",87000.0,15000.0,77000.0,12000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
944,31.0,Male,Software Engineer,4.0,4.0,Senior,Python,"Python, Javascript / Typescript, AWS, Docker",68000.0,0.0,64000.0,1000.0,30,Full-time employee,Unlimited contract,101-1000,Startup,No,0.0,0.0
945,32.0,Female,It Consulting ,2.0,2.0,Junior,Test Management ,,54000.0,1500.0,47000.0,700.0,27,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,13.566568047337277,150.0
946,32.0,Male,Software Engineer,13.0,5.0,Lead,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",83000.0,3000.0,80000.0,0.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
947,36.0,Male,ML Engineer,6.0,6.0,Senior,Python,"Python, R, Docker",110000.0,25000.0,65000.0,2500.0,30,Full-time employee,Unlimited contract,101-1000,Startup,No,0.0,80.0
948,26.0,Male,Software Engineer,6.0,2.0,Senior,TypeScript,"AWS, Docker",93000.0,10000.0,80000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
949,28.0,Female,Data Scientist,4.0,2.0,Middle,Python,Python,73700.0,80400.0,67000.0,67000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,0.0,200.0
950,34.0,Male,Data Scientist,10.0,10.0,Senior,Python,"R, SQL, AWS, Docker",85000.0,20000.0,62500.0,11000.0,28,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,300.0
951,37.0,Male,Software Engineer,16.0,8.0,Senior,Java,"Google Cloud, Kubernetes, Docker",80000.0,5000.0,75000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
952,31.0,Male,Backend Developer,9.0,1.0,Senior,NodeJS/TS,Javascript / Typescript,65000.0,5000.0,65000.0,0.0,27,Full-time employee,Unlimited contract,51-100,Startup,No,30.0,0.0
953,38.0,Male,Backend Developer,15.0,1.0,Middle,PHP/MySQL,"PHP, SQL, Docker, VMs",40700.0,5000.0,20000.0,5000.0,25,Full-time employee,Unlimited contract,11-50,Consulting / Agency,No,13.566568047337277,250.0
954,24.0,Male,Product Manager,3.0,0.0,Senior,,,48000.0,7200.0,36000.0,0.0,28,Full-time employee,Unlimited contract,1000+,Product,No,0.0,0.0
955,25.0,Male,ML Engineer,2.0,2.0,Middle,Python,.NET,60000.0,65000.0,48000.0,53000.0,28,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
956,33.0,Female,Frontend Developer,13.0,4.0,Middle,"Angular, TypeScript",Javascript / Typescript,47745.0,3800.0,47745.0,3800.0,30,"full-time, but 32 hours per week (it was my request, I'm a student)",Unlimited contract,1000+,Product,No,0.0,0.0
957,25.0,Male,Software Engineer,1.0,1.0,Junior,C#,"Javascript / Typescript, .NET, SQL, Kubernetes",43500.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
958,30.0,Female,Software Engineer,7.0,3.0,Senior,Java,"Python, Javascript / Typescript",60000.0,5000.0,55000.0,5000.0,27,Full-time employee,Unlimited contract,51-100,Product,No,0.0,0.0
959,45.0,Male,CTO,27.0,20.0,Head,,"Clojure, Rust",90000.0,5000.0,90000.0,5000.0,,Founder,Unlimited contract,11-50,Consulting / Agency,No,13.566568047337277,250.0
960,28.0,Female,Designer (UI/UX),5.0,1.0,Senior,,,60000.0,0.0,65000.0,5000.0,26,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,13.566568047337277,250.0
961,45.0,Male,Data architect,19.0,11.0,Senior,,,90000.0,2500.0,88000.0,2500.0,30,Full-time employee,Unlimited contract,1000+,Multinational ,No,13.566568047337277,100.0
963,35.0,Male,Software Engineer,14.0,1.0,Senior,C++,"Python, C/C++",98000.0,28000.0,90000.0,22500.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,400.0
964,25.0,Male,ML Engineer,2.0,2.0,Middle,"NLP, Python","Python, C/C++, Google Cloud, Docker",51000.0,3000.0,65000.0,5000.0,24,Full-time employee,Temporary contract,up to 10,Startup,No,13.566568047337277,250.0
965,31.0,Male,Software Engineer,4.0,1.0,Senior,Java,"Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
966,25.0,Female,Data Scientist,1.5,0.0,Middle,Python,"AWS, Docker",49850.0,500.0,36000.0,0.0,25,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,150.0
967,37.0,Male,Software Engineer,12.0,6.0,Middle,php,"PHP, SQL, Docker",65000.0,31500.0,65000.0,31500.0,26,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,200.0
968,27.0,Male,IT Manager,5.0,3.0,Middle,,,73000.0,4000.0,65000.0,3000.0,37,Full-time employee,Unlimited contract,1000+,Industry,No,13.566568047337277,150.0
969,32.0,Male,ML Engineer,4.0,1.5,Middle,"Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500.0,0.0,34000.0,34000.0,24,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
970,28.0,Female,Backend Developer,3.0,2.0,Middle,Python,"AWS, Docker",65000.0,0.0,65000.0,0.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,0.0
971,35.0,Male,Backend Developer,4.0,2.5,Middle,Java,"Javascript / Typescript, Java / Scala, SQL",42000.0,5000.0,42000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Consulting / Agency,No,13.566568047337277,750.0
972,32.0,Male,Designer (UI/UX),5.0,10.0,Senior,Java,"Python, PHP, Javascript / Typescript, SQL",70000.0,5000.0,65000.0,5000.0,24,Self-employed (freelancer),Unlimited contract,up to 10,Startup,No,13.566568047337277,250.0
973,22.0,Male,Software Engineer,2.0,2.0,Junior,Java,,45000.0,7000.0,37000.0,3000.0,30,Full-time employee,Unlimited contract,1000+,Bank,Yes,30.0,250.0
